1,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,2,2,1,1.5472,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
1,1,1,1,1,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
1,3,1,1,2.2077,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
2,2,1,1,0.36107,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,2,1,1,0.36107,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,1,1,1,1,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,1,2,1,1.6942,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,1,1,1,1,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,3,1,1,2.2077,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
5,1,1,1,1,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
1,1,1,1,1,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,2,1,1,0.36107,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,1,1,1,1,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
5,1,1,1,1,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,1,1,1,1,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,1,1,1,1,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
2,1,1,1,1,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
5,1,1,1,1,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,1,2,1,1.6942,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,3,1,1,2.2077,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
5,1,2,1,1.6942,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,2,1,1,0.36107,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,2,2,1,1.5472,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
5,2,2,1,1.5472,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
5,1,1,1,1,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,1,2,1,1.6942,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,3,1,1,2.2077,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
5,2,2,1,1.5472,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
5,2,2,1,1.5472,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
3,1,2,1,1.6942,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,1,1,1,1,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
5,3,1,1,2.2077,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
2,2,2,1,1.5472,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
5,1,1,1,1,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
3,3,1,1,2.2077,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,1,2,1,1.6942,0.79433,0.1
2,2,2,1,1.5472,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
4,1,2,1,1.6942,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,1,1,1,1,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,2,2,1,1.5472,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,3,1,1,2.2077,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
1,1,1,1,1,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,3,1,1,2.2077,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
3,4,1,1,4.808,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
3,2,2,1,1.5472,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
3,1,2,1,1.6942,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
4,3,2,1,5.5317,0.79433,0.1
1,4,1,1,4.808,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
2,4,2,1,9.745,0.79433,0.1
2,5,2,1,4.2075,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,1,2,1,1.6942,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
5,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
1,5,2,1,4.2075,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,4,1,1,4.808,0.79433,0.1
4,2,2,1,1.5472,0.79433,0.1
5,3,2,1,5.5317,0.79433,0.1
4,5,2,1,4.2075,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
1,1,2,1,1.6942,0.79433,0.1
1,3,2,1,5.5317,0.79433,0.1
3,4,2,1,9.745,0.79433,0.1
1,2,1,1,0.36107,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
3,3,2,1,5.5317,0.79433,0.1
4,4,2,1,9.745,0.79433,0.1
2,1,2,1,1.6942,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
1,4,2,1,9.745,0.79433,0.1
2,3,2,1,5.5317,0.79433,0.1
5,5,2,1,4.2075,0.79433,0.1
5,4,1,1,4.808,0.79433,0.1
4,4,1,1,4.808,0.79433,0.1
2,3,1,1,2.2077,0.79433,0.1
3,5,2,1,4.2075,0.79433,0.1
4,1,1,1,1,0.79433,0.1
